fips,SCC,Pollutant,Emissions,type,year
6037,39999995,PM25-PRI,0.05,POINT,1999
6037,40201001,PM25-PRI,4.247,POINT,1999
6037,40201399,PM25-PRI,2.3,POINT,1999
6037,40206010,PM25-PRI,2.05,POINT,1999
6037,40290013,PM25-PRI,14.169,POINT,1999
6037,40299995,PM25-PRI,9.55,POINT,1999
6037,40899997,PM25-PRI,28.9,POINT,1999
6037,49000499,PM25-PRI,0.02,POINT,1999
6037,50100101,PM25-PRI,9.753,POINT,1999
6037,50190006,PM25-PRI,3.344,POINT,1999
6037,50200601,PM25-PRI,0.402,POINT,1999
6037,50200901,PM25-PRI,0.136,POINT,1999
6037,50300601,PM25-PRI,29.653,POINT,1999
6037,50300702,PM25-PRI,27.017,POINT,1999
6037,2101006000,PM25-PRI,20.454,NONPOINT,1999
6037,2102004000,PM25-PRI,238.886,NONPOINT,1999
6037,2102005000,PM25-PRI,1.496,NONPOINT,1999
6037,2102006000,PM25-PRI,375.56,NONPOINT,1999
6037,2102006002,PM25-PRI,82.201,NONPOINT,1999
6037,2102007000,PM25-PRI,36.573,NONPOINT,1999
6037,2103004000,PM25-PRI,22.037,NONPOINT,1999
6037,2103005000,PM25-PRI,0.096,NONPOINT,1999
6037,2103006000,PM25-PRI,149.16,NONPOINT,1999
6037,2103007000,PM25-PRI,17.233,NONPOINT,1999
6037,2104002000,PM25-PRI,5.915,NONPOINT,1999
6037,2104004000,PM25-PRI,0.322,NONPOINT,1999
6037,2104006000,PM25-PRI,1136,NONPOINT,1999
6037,2104006010,PM25-PRI,741.6,NONPOINT,1999
6037,2104007000,PM25-PRI,11.634,NONPOINT,1999
6037,2104008001,PM25-PRI,4740.63,NONPOINT,1999
6037,2104008010,PM25-PRI,249.17,NONPOINT,1999
6037,2104011000,PM25-PRI,0.597,NONPOINT,1999
6037,2199004000,PM25-PRI,0.434,NONPOINT,1999
6037,2199004002,PM25-PRI,8.562,NONPOINT,1999
6037,2199011000,PM25-PRI,64.562,NONPOINT,1999
6037,2201001110,PM25-PRI,4.93,ON-ROAD,1999
6037,2201001130,PM25-PRI,8.22,ON-ROAD,1999
6037,2201001150,PM25-PRI,4.7,ON-ROAD,1999
6037,2201001170,PM25-PRI,4.62,ON-ROAD,1999
6037,2201001190,PM25-PRI,1.98,ON-ROAD,1999
6037,2201001210,PM25-PRI,1.71,ON-ROAD,1999
6037,2201001230,PM25-PRI,358.43,ON-ROAD,1999
6037,2201001250,PM25-PRI,209.69,ON-ROAD,1999
6037,2201001270,PM25-PRI,333.98,ON-ROAD,1999
6037,2201001290,PM25-PRI,231.79,ON-ROAD,1999
6037,2201001310,PM25-PRI,54.81,ON-ROAD,1999
6037,2201001330,PM25-PRI,106.01,ON-ROAD,1999
6037,2201020110,PM25-PRI,2.96,ON-ROAD,1999
6037,2201020130,PM25-PRI,4.94,ON-ROAD,1999
6037,2201020150,PM25-PRI,2.83,ON-ROAD,1999
6037,2201020170,PM25-PRI,2.78,ON-ROAD,1999
6037,2201020190,PM25-PRI,1.19,ON-ROAD,1999
6037,2201020210,PM25-PRI,1.03,ON-ROAD,1999
6037,2201020230,PM25-PRI,199.89,ON-ROAD,1999
6037,2201020250,PM25-PRI,116.94,ON-ROAD,1999
6037,2201020270,PM25-PRI,186.26,ON-ROAD,1999
6037,2201020290,PM25-PRI,129.26,ON-ROAD,1999
6037,2201020310,PM25-PRI,30.57,ON-ROAD,1999
6037,2201020330,PM25-PRI,59.12,ON-ROAD,1999
6037,2201040110,PM25-PRI,0.75,ON-ROAD,1999
6037,2201040130,PM25-PRI,1.26,ON-ROAD,1999
6037,2201040150,PM25-PRI,0.72,ON-ROAD,1999
6037,2201040170,PM25-PRI,0.71,ON-ROAD,1999
6037,2201040190,PM25-PRI,0.3,ON-ROAD,1999
6037,2201040210,PM25-PRI,0.26,ON-ROAD,1999
6037,2201040230,PM25-PRI,50.93,ON-ROAD,1999
6037,2201040250,PM25-PRI,29.8,ON-ROAD,1999
6037,2201040270,PM25-PRI,47.46,ON-ROAD,1999
6037,2201040290,PM25-PRI,32.94,ON-ROAD,1999
6037,2201040310,PM25-PRI,7.79,ON-ROAD,1999
6037,2201040330,PM25-PRI,15.06,ON-ROAD,1999
6037,2201070110,PM25-PRI,0.18,ON-ROAD,1999
6037,2201070130,PM25-PRI,0.29,ON-ROAD,1999
6037,2201070150,PM25-PRI,0.17,ON-ROAD,1999
6037,2201070170,PM25-PRI,0.16,ON-ROAD,1999
6037,2201070190,PM25-PRI,0.07,ON-ROAD,1999
6037,2201070210,PM25-PRI,0.06,ON-ROAD,1999
6037,2201070230,PM25-PRI,10.38,ON-ROAD,1999
6037,2201070250,PM25-PRI,6.08,ON-ROAD,1999
6037,2201070270,PM25-PRI,9.68,ON-ROAD,1999
6037,2201070290,PM25-PRI,6.72,ON-ROAD,1999
6037,2201070310,PM25-PRI,1.59,ON-ROAD,1999
6037,2201070330,PM25-PRI,3.07,ON-ROAD,1999
6037,2201080110,PM25-PRI,0.03,ON-ROAD,1999
6037,2201080130,PM25-PRI,0.05,ON-ROAD,1999
6037,2201080150,PM25-PRI,0.03,ON-ROAD,1999
6037,2201080170,PM25-PRI,0.03,ON-ROAD,1999
6037,2201080190,PM25-PRI,0.01,ON-ROAD,1999
6037,2201080210,PM25-PRI,0.01,ON-ROAD,1999
6037,2201080230,PM25-PRI,1.89,ON-ROAD,1999
6037,2201080250,PM25-PRI,1.11,ON-ROAD,1999
6037,2201080270,PM25-PRI,1.76,ON-ROAD,1999
6037,2201080290,PM25-PRI,1.22,ON-ROAD,1999
6037,2201080310,PM25-PRI,0.29,ON-ROAD,1999
6037,2201080330,PM25-PRI,0.56,ON-ROAD,1999
6037,2230001110,PM25-PRI,0.3,ON-ROAD,1999
6037,2230001130,PM25-PRI,0.49,ON-ROAD,1999
6037,2230001150,PM25-PRI,0.28,ON-ROAD,1999
6037,2230001170,PM25-PRI,0.28,ON-ROAD,1999
6037,2230001190,PM25-PRI,0.12,ON-ROAD,1999
6037,2230001210,PM25-PRI,0.1,ON-ROAD,1999
6037,2230001230,PM25-PRI,21.53,ON-ROAD,1999
6037,2230001250,PM25-PRI,12.59,ON-ROAD,1999
6037,2230001270,PM25-PRI,20.06,ON-ROAD,1999
6037,2230001290,PM25-PRI,13.92,ON-ROAD,1999
6037,2230001310,PM25-PRI,3.29,ON-ROAD,1999
6037,2230001330,PM25-PRI,6.37,ON-ROAD,1999
6037,2230060110,PM25-PRI,0.15,ON-ROAD,1999
6037,2230060130,PM25-PRI,0.25,ON-ROAD,1999
6037,2230060150,PM25-PRI,0.14,ON-ROAD,1999
6037,2230060170,PM25-PRI,0.14,ON-ROAD,1999
6037,2230060190,PM25-PRI,0.06,ON-ROAD,1999
6037,2230060210,PM25-PRI,0.05,ON-ROAD,1999
6037,2230060230,PM25-PRI,10.21,ON-ROAD,1999
6037,2230060250,PM25-PRI,5.98,ON-ROAD,1999
6037,2230060270,PM25-PRI,9.52,ON-ROAD,1999
6037,2230060290,PM25-PRI,6.61,ON-ROAD,1999
6037,2230060310,PM25-PRI,1.56,ON-ROAD,1999
6037,2230060330,PM25-PRI,3.02,ON-ROAD,1999
6037,2230071110,PM25-PRI,0.86,ON-ROAD,1999
6037,2230071130,PM25-PRI,1.44,ON-ROAD,1999
6037,2230071150,PM25-PRI,0.82,ON-ROAD,1999
6037,2230071170,PM25-PRI,0.81,ON-ROAD,1999
6037,2230071190,PM25-PRI,0.35,ON-ROAD,1999
6037,2230071210,PM25-PRI,0.3,ON-ROAD,1999
6037,2230071230,PM25-PRI,58.18,ON-ROAD,1999
6037,2230071250,PM25-PRI,34.04,ON-ROAD,1999
6037,2230071270,PM25-PRI,54.21,ON-ROAD,1999
6037,2230071290,PM25-PRI,37.62,ON-ROAD,1999
6037,2230071310,PM25-PRI,8.9,ON-ROAD,1999
6037,2230071330,PM25-PRI,17.21,ON-ROAD,1999
6037,2230072110,PM25-PRI,0.81,ON-ROAD,1999
6037,2230072130,PM25-PRI,1.35,ON-ROAD,1999
6037,2230072150,PM25-PRI,0.77,ON-ROAD,1999
6037,2230072170,PM25-PRI,0.76,ON-ROAD,1999
6037,2230072190,PM25-PRI,0.33,ON-ROAD,1999
6037,2230072210,PM25-PRI,0.28,ON-ROAD,1999
6037,2230072230,PM25-PRI,33.35,ON-ROAD,1999
6037,2230072250,PM25-PRI,19.51,ON-ROAD,1999
6037,2230072270,PM25-PRI,31.08,ON-ROAD,1999
6037,2230072290,PM25-PRI,21.57,ON-ROAD,1999
6037,2230072310,PM25-PRI,5.1,ON-ROAD,1999
6037,2230072330,PM25-PRI,9.87,ON-ROAD,1999
6037,2230073110,PM25-PRI,1.92,ON-ROAD,1999
6037,2230073130,PM25-PRI,3.2,ON-ROAD,1999
6037,2230073150,PM25-PRI,1.83,ON-ROAD,1999
6037,2230073170,PM25-PRI,1.8,ON-ROAD,1999
6037,2230073190,PM25-PRI,0.77,ON-ROAD,1999
6037,2230073210,PM25-PRI,0.66,ON-ROAD,1999
6037,2230073230,PM25-PRI,78.95,ON-ROAD,1999
6037,2230073250,PM25-PRI,46.19,ON-ROAD,1999
6037,2230073270,PM25-PRI,73.56,ON-ROAD,1999
6037,2230073290,PM25-PRI,51.05,ON-ROAD,1999
6037,2230073310,PM25-PRI,12.07,ON-ROAD,1999
6037,2230073330,PM25-PRI,23.35,ON-ROAD,1999
6037,2230074110,PM25-PRI,8.37,ON-ROAD,1999
6037,2230074130,PM25-PRI,13.95,ON-ROAD,1999
6037,2230074150,PM25-PRI,7.99,ON-ROAD,1999
6037,2230074170,PM25-PRI,7.85,ON-ROAD,1999
6037,2230074190,PM25-PRI,3.35,ON-ROAD,1999
6037,2230074210,PM25-PRI,2.9,ON-ROAD,1999
6037,2230074230,PM25-PRI,222.61,ON-ROAD,1999
6037,2230074250,PM25-PRI,130.24,ON-ROAD,1999
6037,2230074270,PM25-PRI,207.43,ON-ROAD,1999
6037,2230074290,PM25-PRI,143.96,ON-ROAD,1999
6037,2230074310,PM25-PRI,34.04,ON-ROAD,1999
6037,2230074330,PM25-PRI,65.84,ON-ROAD,1999
6037,2230075110,PM25-PRI,0.37,ON-ROAD,1999
6037,2230075130,PM25-PRI,0.61,ON-ROAD,1999
6037,2230075150,PM25-PRI,0.35,ON-ROAD,1999
6037,2230075170,PM25-PRI,0.34,ON-ROAD,1999
6037,2230075190,PM25-PRI,0.15,ON-ROAD,1999
6037,2230075210,PM25-PRI,0.13,ON-ROAD,1999
6037,2230075230,PM25-PRI,10.16,ON-ROAD,1999
6037,2230075250,PM25-PRI,5.94,ON-ROAD,1999
6037,2230075270,PM25-PRI,9.47,ON-ROAD,1999
6037,2230075290,PM25-PRI,6.57,ON-ROAD,1999
6037,2230075310,PM25-PRI,1.55,ON-ROAD,1999
6037,2230075330,PM25-PRI,3,ON-ROAD,1999
6037,2260002000,PM25-PRI,0.61,NON-ROAD,1999
6037,2260004000,PM25-PRI,53.04,NON-ROAD,1999
6037,2260006000,PM25-PRI,4.01,NON-ROAD,1999
6037,2265001030,PM25-PRI,12.78,NON-ROAD,1999
6037,2265002000,PM25-PRI,26.24,NON-ROAD,1999
6037,2265003000,PM25-PRI,9.45,NON-ROAD,1999
6037,2265003060,PM25-PRI,161.59,NON-ROAD,1999
6037,2265004000,PM25-PRI,43.16,NON-ROAD,1999
6037,2265005000,PM25-PRI,0.34,NON-ROAD,1999
6037,2265006000,PM25-PRI,38.96,NON-ROAD,1999
6037,2265008000,PM25-PRI,1.76,NON-ROAD,1999
6037,2268003000,PM25-PRI,23.7,NON-ROAD,1999
6037,2268006000,PM25-PRI,1.38,NON-ROAD,1999
6037,2268008000,PM25-PRI,0.29,NON-ROAD,1999
6037,2270002000,PM25-PRI,1378.34,NON-ROAD,1999
6037,2270003000,PM25-PRI,182.98,NON-ROAD,1999
6037,2270005000,PM25-PRI,51.15,NON-ROAD,1999
6037,2270006000,PM25-PRI,171.02,NON-ROAD,1999
6037,2270008000,PM25-PRI,43.14,NON-ROAD,1999
6037,2275001000,PM25-PRI,47.67,NON-ROAD,1999
6037,2275020000,PM25-PRI,0.29,NON-ROAD,1999
6037,2275050000,PM25-PRI,31.58,NON-ROAD,1999
6037,2275060000,PM25-PRI,23.83,NON-ROAD,1999
6037,2275070000,PM25-PRI,1.38,NON-ROAD,1999
6037,2280000000,PM25-PRI,34.11,NON-ROAD,1999
6037,2280002100,PM25-PRI,749.89,NON-ROAD,1999
6037,2280002200,PM25-PRI,0.61,NON-ROAD,1999
6037,2280003100,PM25-PRI,77.3,NON-ROAD,1999
6037,2280003200,PM25-PRI,0.22,NON-ROAD,1999
6037,2282000000,PM25-PRI,3.31,NON-ROAD,1999
6037,2282005000,PM25-PRI,277.98,NON-ROAD,1999
6037,2282010000,PM25-PRI,10.4,NON-ROAD,1999
6037,2285002005,PM25-PRI,105.16,NON-ROAD,1999
6037,2285002010,PM25-PRI,18.58,NON-ROAD,1999
6037,2294000000,PM25-PRI,7039.05,NONPOINT,1999
6037,2296000000,PM25-PRI,1857.639,NONPOINT,1999
6037,2301010000,PM25-PRI,1.18,NONPOINT,1999
6037,2302002000,PM25-PRI,4764.596,NONPOINT,1999
6037,2302050000,PM25-PRI,1.67,NONPOINT,1999
6037,2302080000,PM25-PRI,5.52,NONPOINT,1999
6037,2304000000,PM25-PRI,3.565,NONPOINT,1999
6037,2305000000,PM25-PRI,30.183,NONPOINT,1999
6037,2305070000,PM25-PRI,58.005,NONPOINT,1999
6037,2305080000,PM25-PRI,14.474,NONPOINT,1999
6037,2307000000,PM25-PRI,1534.44,NONPOINT,1999
6037,2307060000,PM25-PRI,1674.81,NONPOINT,1999
6037,2308000000,PM25-PRI,1.883,NONPOINT,1999
6037,2310010000,PM25-PRI,3.531,NONPOINT,1999
6037,2310020000,PM25-PRI,2.88,NONPOINT,1999
6037,2311010000,PM25-PRI,729.212,NONPOINT,1999
6037,2311020000,PM25-PRI,1868.26,NONPOINT,1999
6037,2311030000,PM25-PRI,884.252,NONPOINT,1999
6037,2325000000,PM25-PRI,152.22,NONPOINT,1999
6037,2325030000,PM25-PRI,2.226,NONPOINT,1999
6037,2399000000,PM25-PRI,108.61,NONPOINT,1999
6037,2610000500,PM25-PRI,2480.68,NONPOINT,1999
6037,2620030000,PM25-PRI,7.14,NONPOINT,1999
6037,2801000003,PM25-PRI,20.824,NONPOINT,1999
6037,2801500000,PM25-PRI,2.23,NONPOINT,1999
6037,2805001000,PM25-PRI,16.14,NONPOINT,1999
6037,2810001000,PM25-PRI,2848.136,NONPOINT,1999
6037,2810015000,PM25-PRI,1641.731,NONPOINT,1999
6037,2810030000,PM25-PRI,32.906,NONPOINT,1999
6037,2810050000,PM25-PRI,61.416,NONPOINT,1999
42101,10100401,PM25-PRI,61.379,POINT,1999
42101,10100404,PM25-PRI,20.931,POINT,1999
42101,10100501,PM25-PRI,0.249,POINT,1999
42101,10100601,PM25-PRI,2.12,POINT,1999
42101,10200202,PM25-PRI,54.567,POINT,1999
42101,10200401,PM25-PRI,70.91,POINT,1999
42101,10200404,PM25-PRI,0.889,POINT,1999
42101,10200501,PM25-PRI,1.242,POINT,1999
42101,10200503,PM25-PRI,0.016,POINT,1999
42101,10200504,PM25-PRI,0.868,POINT,1999
42101,10200601,PM25-PRI,15.48,POINT,1999
42101,10200602,PM25-PRI,14.44,POINT,1999
42101,10200603,PM25-PRI,2.56,POINT,1999
42101,10200701,PM25-PRI,16.709,POINT,1999
42101,10201002,PM25-PRI,0.072,POINT,1999
42101,10201301,PM25-PRI,108.963,POINT,1999
42101,10300401,PM25-PRI,5.295,POINT,1999
42101,10300404,PM25-PRI,0.067,POINT,1999
42101,10300501,PM25-PRI,6.782,POINT,1999
42101,10300504,PM25-PRI,1.459,POINT,1999
42101,10300601,PM25-PRI,11.76,POINT,1999
42101,10300602,PM25-PRI,7.12,POINT,1999
42101,10300603,PM25-PRI,2.88,POINT,1999
42101,10300701,PM25-PRI,2.461,POINT,1999
42101,10300799,PM25-PRI,0.532,POINT,1999
42101,10500105,PM25-PRI,0.003,POINT,1999
42101,10500106,PM25-PRI,0.273,POINT,1999
42101,10500206,PM25-PRI,0.06,POINT,1999
42101,20100101,PM25-PRI,16.339,POINT,1999
42101,20100102,PM25-PRI,0.323,POINT,1999
42101,20100201,PM25-PRI,28.229,POINT,1999
42101,20200201,PM25-PRI,0.673,POINT,1999
42101,20200202,PM25-PRI,2.203,POINT,1999
42101,20200204,PM25-PRI,0.129,POINT,1999
42101,20200401,PM25-PRI,0.692,POINT,1999
42101,20200402,PM25-PRI,0.863,POINT,1999
42101,20300101,PM25-PRI,0.494,POINT,1999
42101,20300102,PM25-PRI,0.01,POINT,1999
42101,20300201,PM25-PRI,0.191,POINT,1999
42101,20400302,PM25-PRI,1.491,POINT,1999
42101,20400402,PM25-PRI,0.01,POINT,1999
42101,30100907,PM25-PRI,0.09,POINT,1999
42101,30101401,PM25-PRI,0.012,POINT,1999
42101,30101402,PM25-PRI,0.024,POINT,1999
42101,30101817,PM25-PRI,0.447,POINT,1999
42101,30101820,PM25-PRI,14.792,POINT,1999
42101,30101837,PM25-PRI,0.329,POINT,1999
42101,30102005,PM25-PRI,0.011,POINT,1999
42101,30183001,PM25-PRI,0.069,POINT,1999
42101,30199999,PM25-PRI,0.025,POINT,1999
42101,30203203,PM25-PRI,0,POINT,1999
42101,30290003,PM25-PRI,0.619,POINT,1999
42101,30300834,PM25-PRI,19.778,POINT,1999
42101,30303011,PM25-PRI,4.506,POINT,1999
42101,30400215,PM25-PRI,13.249,POINT,1999
42101,30400219,PM25-PRI,0.045,POINT,1999
42101,30400223,PM25-PRI,0.764,POINT,1999
42101,30400224,PM25-PRI,17.786,POINT,1999
42101,30400303,PM25-PRI,0.073,POINT,1999
42101,30400707,PM25-PRI,0.036,POINT,1999
42101,30400711,PM25-PRI,0.027,POINT,1999
42101,30500204,PM25-PRI,4.486,POINT,1999
42101,30500205,PM25-PRI,0.389,POINT,1999
42101,30502002,PM25-PRI,0.017,POINT,1999
42101,30502502,PM25-PRI,0,POINT,1999
42101,30505020,PM25-PRI,0.007,POINT,1999
42101,30600103,PM25-PRI,46.698,POINT,1999
42101,30600106,PM25-PRI,247.954,POINT,1999
42101,30600201,PM25-PRI,52.448,POINT,1999
42101,30600701,PM25-PRI,39.87,POINT,1999
42101,30701201,PM25-PRI,0.442,POINT,1999
42101,30788801,PM25-PRI,2.16,POINT,1999
42101,30799999,PM25-PRI,0.003,POINT,1999
42101,30899999,PM25-PRI,11.341,POINT,1999
42101,30900202,PM25-PRI,0.073,POINT,1999
42101,30900207,PM25-PRI,0.053,POINT,1999
42101,33000299,PM25-PRI,2.243,POINT,1999
42101,39000489,PM25-PRI,0.041,POINT,1999
42101,39000689,PM25-PRI,0.86,POINT,1999
42101,39001089,PM25-PRI,0.015,POINT,1999
42101,39999999,PM25-PRI,0.47,POINT,1999
42101,40201001,PM25-PRI,0.306,POINT,1999
42101,49090011,PM25-PRI,0.011,POINT,1999
42101,50100701,PM25-PRI,0.009,POINT,1999
42101,50200504,PM25-PRI,0.323,POINT,1999
42101,50200505,PM25-PRI,0.525,POINT,1999
42101,2102004000,PM25-PRI,22.524,NONPOINT,1999
42101,2102006000,PM25-PRI,89.11,NONPOINT,1999
42101,2103001000,PM25-PRI,70.753,NONPOINT,1999
42101,2103002000,PM25-PRI,52.492,NONPOINT,1999
42101,2103004000,PM25-PRI,247.99,NONPOINT,1999
42101,2103005000,PM25-PRI,8.511,NONPOINT,1999
42101,2103006000,PM25-PRI,142.41,NONPOINT,1999
42101,2104001000,PM25-PRI,10.634,NONPOINT,1999
42101,2104002000,PM25-PRI,1.084,NONPOINT,1999
42101,2104004000,PM25-PRI,58.122,NONPOINT,1999
42101,2104006000,PM25-PRI,191.842,NONPOINT,1999
42101,2104007000,PM25-PRI,5.009,NONPOINT,1999
42101,2104008001,PM25-PRI,18.97,NONPOINT,1999
42101,2104008002,PM25-PRI,99.08,NONPOINT,1999
42101,2104008003,PM25-PRI,3.93,NONPOINT,1999
42101,2104008004,PM25-PRI,1.65,NONPOINT,1999
42101,2104008010,PM25-PRI,84.52,NONPOINT,1999
42101,2104008030,PM25-PRI,1.41,NONPOINT,1999
42101,2104008050,PM25-PRI,3.35,NONPOINT,1999
42101,2104011000,PM25-PRI,7.591,NONPOINT,1999
42101,220100123B,PM25-PRI,8.35,ON-ROAD,1999
42101,220100123T,PM25-PRI,3.15,ON-ROAD,1999
42101,220100123X,PM25-PRI,13.32,ON-ROAD,1999
42101,220100125B,PM25-PRI,2.82,ON-ROAD,1999
42101,220100125T,PM25-PRI,1.07,ON-ROAD,1999
42101,220100125X,PM25-PRI,4.5,ON-ROAD,1999
42101,220100127B,PM25-PRI,9.45,ON-ROAD,1999
42101,220100127T,PM25-PRI,3.57,ON-ROAD,1999
42101,220100127X,PM25-PRI,17.92,ON-ROAD,1999
42101,220100129B,PM25-PRI,6.22,ON-ROAD,1999
42101,220100129T,PM25-PRI,2.35,ON-ROAD,1999
42101,220100129X,PM25-PRI,11.8,ON-ROAD,1999
42101,220100131B,PM25-PRI,3.81,ON-ROAD,1999
42101,220100131T,PM25-PRI,1.44,ON-ROAD,1999
42101,220100131X,PM25-PRI,7.22,ON-ROAD,1999
42101,220100133B,PM25-PRI,3.85,ON-ROAD,1999
42101,220100133T,PM25-PRI,1.45,ON-ROAD,1999
42101,220100133X,PM25-PRI,7.3,ON-ROAD,1999
42101,220102023B,PM25-PRI,3.14,ON-ROAD,1999
42101,220102023T,PM25-PRI,1.19,ON-ROAD,1999
42101,220102023X,PM25-PRI,6.75,ON-ROAD,1999
42101,220102025B,PM25-PRI,1.06,ON-ROAD,1999
42101,220102025T,PM25-PRI,0.4,ON-ROAD,1999
42101,220102025X,PM25-PRI,2.28,ON-ROAD,1999
42101,220102027B,PM25-PRI,3.55,ON-ROAD,1999
42101,220102027T,PM25-PRI,1.34,ON-ROAD,1999
42101,220102027X,PM25-PRI,8.05,ON-ROAD,1999
42101,220102029B,PM25-PRI,2.34,ON-ROAD,1999
42101,220102029T,PM25-PRI,0.88,ON-ROAD,1999
42101,220102029X,PM25-PRI,5.3,ON-ROAD,1999
42101,220102031B,PM25-PRI,1.43,ON-ROAD,1999
42101,220102031T,PM25-PRI,0.54,ON-ROAD,1999
42101,220102031X,PM25-PRI,3.24,ON-ROAD,1999
42101,220102033B,PM25-PRI,1.45,ON-ROAD,1999
42101,220102033T,PM25-PRI,0.55,ON-ROAD,1999
42101,220102033X,PM25-PRI,3.29,ON-ROAD,1999
42101,220104023B,PM25-PRI,1.07,ON-ROAD,1999
42101,220104023T,PM25-PRI,0.41,ON-ROAD,1999
42101,220104023X,PM25-PRI,3.88,ON-ROAD,1999
42101,220104025B,PM25-PRI,0.36,ON-ROAD,1999
42101,220104025T,PM25-PRI,0.14,ON-ROAD,1999
42101,220104025X,PM25-PRI,1.31,ON-ROAD,1999
42101,220104027B,PM25-PRI,1.22,ON-ROAD,1999
42101,220104027T,PM25-PRI,0.46,ON-ROAD,1999
42101,220104027X,PM25-PRI,4.51,ON-ROAD,1999
42101,220104029B,PM25-PRI,0.8,ON-ROAD,1999
42101,220104029T,PM25-PRI,0.3,ON-ROAD,1999
42101,220104029X,PM25-PRI,2.97,ON-ROAD,1999
42101,220104031B,PM25-PRI,0.49,ON-ROAD,1999
42101,220104031T,PM25-PRI,0.18,ON-ROAD,1999
42101,220104031X,PM25-PRI,1.82,ON-ROAD,1999
42101,220104033B,PM25-PRI,0.5,ON-ROAD,1999
42101,220104033T,PM25-PRI,0.19,ON-ROAD,1999
42101,220104033X,PM25-PRI,1.84,ON-ROAD,1999
42101,220107023B,PM25-PRI,0.41,ON-ROAD,1999
42101,220107023T,PM25-PRI,0.17,ON-ROAD,1999
42101,220107023X,PM25-PRI,5.97,ON-ROAD,1999
42101,220107025B,PM25-PRI,0.14,ON-ROAD,1999
42101,220107025T,PM25-PRI,0.06,ON-ROAD,1999
42101,220107025X,PM25-PRI,2.02,ON-ROAD,1999
42101,220107027B,PM25-PRI,0.46,ON-ROAD,1999
42101,220107027T,PM25-PRI,0.19,ON-ROAD,1999
42101,220107027X,PM25-PRI,6.67,ON-ROAD,1999
42101,220107029B,PM25-PRI,0.31,ON-ROAD,1999
42101,220107029T,PM25-PRI,0.13,ON-ROAD,1999
42101,220107029X,PM25-PRI,4.39,ON-ROAD,1999
42101,220107031B,PM25-PRI,0.19,ON-ROAD,1999
42101,220107031T,PM25-PRI,0.08,ON-ROAD,1999
42101,220107031X,PM25-PRI,2.69,ON-ROAD,1999
42101,220107033B,PM25-PRI,0.19,ON-ROAD,1999
42101,220107033T,PM25-PRI,0.08,ON-ROAD,1999
42101,220107033X,PM25-PRI,2.72,ON-ROAD,1999
42101,220108023B,PM25-PRI,0.05,ON-ROAD,1999
42101,220108023T,PM25-PRI,0.01,ON-ROAD,1999
42101,220108023X,PM25-PRI,0.15,ON-ROAD,1999
42101,220108025B,PM25-PRI,0.02,ON-ROAD,1999
42101,220108025X,PM25-PRI,0.05,ON-ROAD,1999
42101,220108027B,PM25-PRI,0.06,ON-ROAD,1999
42101,220108027T,PM25-PRI,0.01,ON-ROAD,1999
42101,220108027X,PM25-PRI,0.18,ON-ROAD,1999
42101,220108029B,PM25-PRI,0.04,ON-ROAD,1999
42101,220108029T,PM25-PRI,0.01,ON-ROAD,1999
42101,220108029X,PM25-PRI,0.12,ON-ROAD,1999
42101,220108031B,PM25-PRI,0.02,ON-ROAD,1999
42101,220108031X,PM25-PRI,0.07,ON-ROAD,1999
42101,220108033B,PM25-PRI,0.02,ON-ROAD,1999
42101,220108033X,PM25-PRI,0.07,ON-ROAD,1999
42101,223000123B,PM25-PRI,0.02,ON-ROAD,1999
42101,223000123T,PM25-PRI,0.01,ON-ROAD,1999
42101,223000123X,PM25-PRI,1.24,ON-ROAD,1999
42101,223000125B,PM25-PRI,0.01,ON-ROAD,1999
42101,223000125X,PM25-PRI,0.42,ON-ROAD,1999
42101,223000127B,PM25-PRI,0.03,ON-ROAD,1999
42101,223000127T,PM25-PRI,0.01,ON-ROAD,1999
42101,223000127X,PM25-PRI,1.4,ON-ROAD,1999
42101,223000129B,PM25-PRI,0.02,ON-ROAD,1999
42101,223000129T,PM25-PRI,0.01,ON-ROAD,1999
42101,223000129X,PM25-PRI,0.92,ON-ROAD,1999
42101,223000131B,PM25-PRI,0.01,ON-ROAD,1999
42101,223000131X,PM25-PRI,0.56,ON-ROAD,1999
42101,223000133B,PM25-PRI,0.01,ON-ROAD,1999
42101,223000133X,PM25-PRI,0.57,ON-ROAD,1999
42101,223006023B,PM25-PRI,0.02,ON-ROAD,1999
42101,223006023T,PM25-PRI,0.01,ON-ROAD,1999
42101,223006023X,PM25-PRI,1.04,ON-ROAD,1999
42101,223006025B,PM25-PRI,0.01,ON-ROAD,1999
42101,223006025X,PM25-PRI,0.35,ON-ROAD,1999
42101,223006027B,PM25-PRI,0.02,ON-ROAD,1999
42101,223006027T,PM25-PRI,0.01,ON-ROAD,1999
42101,223006027X,PM25-PRI,1.18,ON-ROAD,1999
42101,223006029B,PM25-PRI,0.02,ON-ROAD,1999
42101,223006029T,PM25-PRI,0.01,ON-ROAD,1999
42101,223006029X,PM25-PRI,0.77,ON-ROAD,1999
42101,223006031B,PM25-PRI,0.01,ON-ROAD,1999
42101,223006031X,PM25-PRI,0.47,ON-ROAD,1999
42101,223006033B,PM25-PRI,0.01,ON-ROAD,1999
42101,223006033X,PM25-PRI,0.48,ON-ROAD,1999
42101,223007123B,PM25-PRI,0.11,ON-ROAD,1999
42101,223007123T,PM25-PRI,0.04,ON-ROAD,1999
42101,223007123X,PM25-PRI,4.69,ON-ROAD,1999
